itl2_code,itl2_name,year,affordability_ratio_workplace
TLJ4,Kent,2024,9.79
TLK3,Cornwall and Isles of Scilly,2024,8.9
TLK4,Devon,2024,8.925999999999998
TLK5,West of England,2024,9.263333333333334
TLK6,"North Somerset, Somerset and Dorset",2024,9.1475
TLK7,Gloucestershire and Wiltshire,2024,9.033750000000001
TLL3,North Wales,2024,6.006666666666667
TLL4,Mid and South West Wales,2024,6.150000000000001
TLL5,South East Wales,2024,6.183999999999999
TLC3,Tees Valley,2025,4.806
TLC4,"Northumberland, Durham and Tyne & Wear",2025,5.181428571428571
TLD1,Cumbria,2025,5.035
TLD3,Greater Manchester,2025,6.859
TLD4,Lancashire,2025,5.375
TLD6,Cheshire,2025,6.91
TLD7,Merseyside,2025,5.615000000000001
TLE1,East Yorkshire and Northern Lincolnshire,2025,5.17
TLE2,North Yorkshire,2025,7.805
TLE3,South Yorkshire,2025,5.465
TLE4,West Yorkshire,2025,5.782000000000001
TLF1,Derbyshire and Nottinghamshire,2025,6.662941176470588
TLF2,"Leicestershire, Rutland and Northamptonshire",2025,7.99
TLF3,Lincolnshire,2025,6.867142857142857
TLG1,"Herefordshire, Worcestershire and Warwickshire",2025,8.110000000000001
TLG2,Shropshire and Staffordshire,2025,6.966363636363636
TLG3,West Midlands,2025,6.451428571428571
TLH2,Bedfordshire and Hertfordshire,2025,10.450769230769229
TLH3,Essex,2025,10.229285714285714
TLH4,Cambridgeshire and Peterborough,2025,8.811666666666667
TLH5,Norfolk,2025,7.691428571428572
TLH6,Suffolk,2025,8.157999999999998
TLI3,Inner London - West,2025,15.885
TLI4,Inner London - East,2025,10.96125
TLI5,Outer London - East and North East,2025,12.155714285714284
TLI6,Outer London - South,2025,12.2
TLI7,Outer London - West and North West,2025,14.025714285714287
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2025,9.777692307692307
TLJ2,"Surrey, East and West Sussex",2025,10.994166666666665
TLJ3,Hampshire and Isle of Wight,2025,9.19
TLJ4,Kent,2025,9.765384615384615
TLK3,Cornwall and Isles of Scilly,2025,8.56
TLK4,Devon,2025,8.463
TLK5,West of England,2025,8.916666666666666
TLK6,"North Somerset, Somerset and Dorset",2025,9.0225
TLK7,Gloucestershire and Wiltshire,2025,8.657499999999999
TLL3,North Wales,2025,5.895
TLL4,Mid and South West Wales,2025,6.09
TLL5,South East Wales,2025,5.9990000000000006
