itl2_code,itl2_name,year,median_price,n_sales
TLK3,Cornwall and Isles of Scilly,2021,275000.0,12659
TLK4,Devon,2021,265975.0,26920
TLK5,West of England,2021,320000.0,17971
TLK6,"North Somerset, Somerset and Dorset",2021,299500.0,36021
TLK7,Gloucestershire and Wiltshire,2021,285000.0,29752
TLL3,North Wales,2021,189950.0,12669
TLL4,Mid and South West Wales,2021,180000.0,15499
TLL5,South East Wales,2021,195000.0,26154
TLC3,Tees Valley,2022,158000.0,11073
TLC4,"Northumberland, Durham and Tyne & Wear",2022,164950.0,31500
TLD1,Cumbria,2022,195000.0,9289
TLD3,Greater Manchester,2022,222500.0,39283
TLD4,Lancashire,2022,179950.0,26863
TLD6,Cheshire,2022,265000.0,17360
TLD7,Merseyside,2022,183000.0,21504
TLE1,East Yorkshire and Northern Lincolnshire,2022,176250.0,16341
TLE2,North Yorkshire,2022,275000.0,14793
TLE3,South Yorkshire,2022,178000.0,19976
TLE4,West Yorkshire,2022,195000.0,33779
TLF1,Derbyshire and Nottinghamshire,2022,223000.0,36716
TLF2,"Leicestershire, Rutland and Northamptonshire",2022,271000.0,29506
TLF3,Lincolnshire,2022,229995.0,14221
TLG1,"Herefordshire, Worcestershire and Warwickshire",2022,292000.0,23344
TLG2,Shropshire and Staffordshire,2022,230000.0,26459
TLG3,West Midlands,2022,220000.0,32691
TLH2,Bedfordshire and Hertfordshire,2022,400000.0,29174
TLH3,Essex,2022,361000.0,31336
TLH4,Cambridgeshire and Peterborough,2022,325000.0,14756
TLH5,Norfolk,2022,280000.0,16541
TLH6,Suffolk,2022,295000.0,13392
TLI3,Inner London - West,2022,825000.0,15521
TLI4,Inner London - East,2022,530000.0,24848
TLI5,Outer London - East and North East,2022,450000.0,19983
TLI6,Outer London - South,2022,475000.0,17809
TLI7,Outer London - West and North West,2022,535000.0,21361
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2022,410500.0,40077
TLJ2,"Surrey, East and West Sussex",2022,423625.0,51180
TLJ3,Hampshire and Isle of Wight,2022,335000.0,31886
TLJ4,Kent,2022,350000.0,30879
TLK3,Cornwall and Isles of Scilly,2022,295000.0,9921
TLK4,Devon,2022,285000.0,21785
TLK5,West of England,2022,344995.0,14753
TLK6,"North Somerset, Somerset and Dorset",2022,319000.0,28598
TLK7,Gloucestershire and Wiltshire,2022,310000.0,24014
TLL3,North Wales,2022,199950.0,10787
TLL4,Mid and South West Wales,2022,192000.0,12969
TLL5,South East Wales,2022,210000.0,23383
TLC3,Tees Valley,2023,161000.0,9007
TLC4,"Northumberland, Durham and Tyne & Wear",2023,167950.0,26293
TLD1,Cumbria,2023,194995.0,7830
TLD3,Greater Manchester,2023,222500.0,31042
TLD4,Lancashire,2023,180000.0,21041
TLD6,Cheshire,2023,267000.0,13998
TLD7,Merseyside,2023,184995.0,17426
TLE1,East Yorkshire and Northern Lincolnshire,2023,179950.0,12614
TLE2,North Yorkshire,2023,275000.0,12071
TLE3,South Yorkshire,2023,180000.0,16404
TLE4,West Yorkshire,2023,198000.0,27294
TLF1,Derbyshire and Nottinghamshire,2023,225000.0,28729
TLF2,"Leicestershire, Rutland and Northamptonshire",2023,275000.0,22795
TLF3,Lincolnshire,2023,226000.0,10611
TLG1,"Herefordshire, Worcestershire and Warwickshire",2023,292000.0,18600
TLG2,Shropshire and Staffordshire,2023,229995.0,21104
TLG3,West Midlands,2023,224000.0,25333
TLH2,Bedfordshire and Hertfordshire,2023,400000.0,21492
TLH3,Essex,2023,360000.0,22639
TLH4,Cambridgeshire and Peterborough,2023,330000.0,11052
TLH5,Norfolk,2023,275000.0,12766
TLH6,Suffolk,2023,295000.0,10160
TLI3,Inner London - West,2023,835000.0,13144
TLI4,Inner London - East,2023,530000.0,18952
TLI5,Outer London - East and North East,2023,445000.0,15144
TLI6,Outer London - South,2023,475000.0,13255
TLI7,Outer London - West and North West,2023,535000.0,15838
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2023,415000.0,30420
TLJ2,"Surrey, East and West Sussex",2023,420000.0,38134
TLJ3,Hampshire and Isle of Wight,2023,325000.0,24345
TLJ4,Kent,2023,340000.0,23013
TLK3,Cornwall and Isles of Scilly,2023,295000.0,7885
TLK4,Devon,2023,287000.0,17291
TLK5,West of England,2023,345000.0,12170
TLK6,"North Somerset, Somerset and Dorset",2023,318000.0,22332
TLK7,Gloucestershire and Wiltshire,2023,309950.0,19059
TLL3,North Wales,2023,195000.0,8268
TLL4,Mid and South West Wales,2023,190000.0,10342
TLL5,South East Wales,2023,213000.0,18025
TLC3,Tees Valley,2024,165000.0,9405
TLC4,"Northumberland, Durham and Tyne & Wear",2024,170995.0,27297
TLD1,Cumbria,2024,200000.0,7995
TLD3,Greater Manchester,2024,235000.0,33401
TLD4,Lancashire,2024,185000.0,22578
TLD6,Cheshire,2024,275000.0,14578
TLD7,Merseyside,2024,195000.0,18575
TLE1,East Yorkshire and Northern Lincolnshire,2024,180500.0,13402
TLE2,North Yorkshire,2024,280000.0,13033
TLE3,South Yorkshire,2024,190000.0,17143
TLE4,West Yorkshire,2024,207500.0,29487
TLF1,Derbyshire and Nottinghamshire,2024,230000.0,30704
TLF2,"Leicestershire, Rutland and Northamptonshire",2024,277950.0,24990
TLF3,Lincolnshire,2024,227500.0,11377
TLG1,"Herefordshire, Worcestershire and Warwickshire",2024,298150.0,20662
TLG2,Shropshire and Staffordshire,2024,235000.0,22625
TLG3,West Midlands,2024,230000.0,27044
TLH2,Bedfordshire and Hertfordshire,2024,405000.0,23731
TLH3,Essex,2024,365000.0,25442
TLH4,Cambridgeshire and Peterborough,2024,325000.0,11733
TLH5,Norfolk,2024,275000.0,13770
TLH6,Suffolk,2024,287500.0,11182
TLI3,Inner London - West,2024,800000.0,13932
TLI4,Inner London - East,2024,540000.0,21197
TLI5,Outer London - East and North East,2024,450000.0,17103
TLI6,Outer London - South,2024,480000.0,14504
TLI7,Outer London - West and North West,2024,550000.0,17025
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2024,415000.0,32494
TLJ2,"Surrey, East and West Sussex",2024,420000.0,41636
TLJ3,Hampshire and Isle of Wight,2024,335000.0,26849
TLJ4,Kent,2024,340000.0,24868
TLK3,Cornwall and Isles of Scilly,2024,290000.0,8287
TLK4,Devon,2024,282500.0,18456
TLK5,West of England,2024,350000.0,12716
TLK6,"North Somerset, Somerset and Dorset",2024,315000.0,23878
TLK7,Gloucestershire and Wiltshire,2024,310000.0,20676
TLL3,North Wales,2024,200000.0,8784
TLL4,Mid and South West Wales,2024,200000.0,10825
TLL5,South East Wales,2024,221000.0,19065
TLC3,Tees Valley,2025,168500.0,9519
TLC4,"Northumberland, Durham and Tyne & Wear",2025,175000.0,26911
TLD1,Cumbria,2025,203150.0,8134
TLD3,Greater Manchester,2025,243000.0,34200
TLD4,Lancashire,2025,190000.0,23062
TLD6,Cheshire,2025,275000.0,15630
TLD7,Merseyside,2025,208000.0,18819
TLE1,East Yorkshire and Northern Lincolnshire,2025,185000.0,13788
TLE2,North Yorkshire,2025,280000.0,12794
TLE3,South Yorkshire,2025,195000.0,17011
TLE4,West Yorkshire,2025,217000.0,29901
TLF1,Derbyshire and Nottinghamshire,2025,230000.0,31411
TLF2,"Leicestershire, Rutland and Northamptonshire",2025,278000.0,26089
TLF3,Lincolnshire,2025,231000.0,11970
TLG1,"Herefordshire, Worcestershire and Warwickshire",2025,300000.0,21184
TLG2,Shropshire and Staffordshire,2025,240000.0,22854
TLG3,West Midlands,2025,239950.0,27469
TLH2,Bedfordshire and Hertfordshire,2025,410000.0,24851
TLH3,Essex,2025,372000.0,27283
TLH4,Cambridgeshire and Peterborough,2025,325000.0,11893
TLH5,Norfolk,2025,275000.0,13963
TLH6,Suffolk,2025,290000.0,11545
TLI3,Inner London - West,2025,750000.0,12871
TLI4,Inner London - East,2025,527000.0,20865
TLI5,Outer London - East and North East,2025,460000.0,17566
TLI6,Outer London - South,2025,490000.0,14774
TLI7,Outer London - West and North West,2025,550000.0,17076
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2025,420000.0,32864
TLJ2,"Surrey, East and West Sussex",2025,423000.0,42391
TLJ3,Hampshire and Isle of Wight,2025,337000.0,28099
TLJ4,Kent,2025,350000.0,26327
TLK3,Cornwall and Isles of Scilly,2025,287500.0,8395
TLK4,Devon,2025,282500.0,18499
TLK5,West of England,2025,350000.0,13099
TLK6,"North Somerset, Somerset and Dorset",2025,318000.0,24545
TLK7,Gloucestershire and Wiltshire,2025,310000.0,21258
TLL3,North Wales,2025,210000.0,9177
TLL4,Mid and South West Wales,2025,205000.0,11169
TLL5,South East Wales,2025,225000.0,19659
TLC3,Tees Valley,2026,165250.0,2502
TLC4,"Northumberland, Durham and Tyne & Wear",2026,169000.0,7410
TLD1,Cumbria,2026,196500.0,2533
TLD3,Greater Manchester,2026,240000.0,9646
TLD4,Lancashire,2026,185000.0,6292
TLD6,Cheshire,2026,275000.0,4401
TLD7,Merseyside,2026,205000.0,5239
TLE1,East Yorkshire and Northern Lincolnshire,2026,179000.0,3937
TLE2,North Yorkshire,2026,275000.0,3707
TLE3,South Yorkshire,2026,191000.0,4823
TLE4,West Yorkshire,2026,212000.0,8750
TLF1,Derbyshire and Nottinghamshire,2026,225000.0,8535
TLF2,"Leicestershire, Rutland and Northamptonshire",2026,268000.0,7144
TLF3,Lincolnshire,2026,225000.0,3377
TLG1,"Herefordshire, Worcestershire and Warwickshire",2026,290000.0,5618
TLG2,Shropshire and Staffordshire,2026,237000.0,6204
TLG3,West Midlands,2026,239950.0,7543
TLH2,Bedfordshire and Hertfordshire,2026,400000.0,6733
TLH3,Essex,2026,360000.0,7467
TLH4,Cambridgeshire and Peterborough,2026,305000.0,3131
TLH5,Norfolk,2026,266000.0,4060
TLH6,Suffolk,2026,277500.0,3279
TLI3,Inner London - West,2026,650000.0,2884
TLI4,Inner London - East,2026,500000.0,5068
TLI5,Outer London - East and North East,2026,455000.0,4711
TLI6,Outer London - South,2026,476500.0,3966
TLI7,Outer London - West and North West,2026,530000.0,4262
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2026,405000.0,8931
TLJ2,"Surrey, East and West Sussex",2026,415000.0,11969
TLJ3,Hampshire and Isle of Wight,2026,325000.0,8396
TLJ4,Kent,2026,335000.0,7440
TLK3,Cornwall and Isles of Scilly,2026,280000.0,2586
TLK4,Devon,2026,270000.0,5438
TLK5,West of England,2026,353000.0,3957
TLK6,"North Somerset, Somerset and Dorset",2026,310664.0,7483
TLK7,Gloucestershire and Wiltshire,2026,305000.0,5867
TLL3,North Wales,2026,205000.0,2681
TLL4,Mid and South West Wales,2026,200000.0,3197
TLL5,South East Wales,2026,225750.0,5482
