itl2_code,itl2_name,year,gva_real_gbp_m,population,gva_per_capita_gbp
TLI3,Inner London - West,2020,220028,1093830.0,201153.7441832826
TLI4,Inner London - East,2020,111005,2352890.0,47178.151124786964
TLI5,Outer London - East and North East,2020,34351,1940867.0,17698.791313366655
TLI6,Outer London - South,2020,30307,1320140.0,22957.413607647675
TLI7,Outer London - West and North West,2020,59401,2159281.0,27509.620100394528
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2020,103676,2492612.0,41593.316569125076
TLJ2,"Surrey, East and West Sussex",2020,88992,2894279.0,30747.554054049386
TLJ3,Hampshire and Isle of Wight,2020,62490,1990047.0,31401.26841225358
TLJ4,Kent,2020,46422,1848335.0,25115.57699226601
TLK3,Cornwall and Isles of Scilly,2020,11526,567075.0,20325.353789181325
TLK4,Devon,2020,25117,1204321.0,20855.73530645069
TLK5,West of England,2020,33149,951007.0,34856.73607029181
TLK6,"North Somerset, Somerset and Dorset",2020,36707,1559394.0,23539.27230706287
TLK7,Gloucestershire and Wiltshire,2020,41562,1380193.0,30113.17982340151
TLL3,North Wales,2020,15240,688167.0,22145.787287097464
TLL4,Mid and South West Wales,2020,17533,894883.0,19592.505388972637
TLL5,South East Wales,2020,35404,1521433.0,23270.167007025615
TLM0,Eastern Scotland,2020,20614,926720.0,22244.043508287294
TLM1,East Central Scotland,2020,37953,1052150.0,36071.852872689255
TLM2,Highlands and Islands,2020,12522,619920.0,20199.380565234223
TLM3,West Central Scotland,2020,40278,1507990.0,26709.72619181825
TLM5,North Eastern Scotland,2020,16435,484220.0,33941.183759448184
TLM9,Southern Scotland,2020,19190,951940.0,20158.833539928986
TLN0,Northern Ireland,2020,43793,1900523.0,23042.604588315953
TLC3,Tees Valley,2021,15006,678365.0,22120.834653910504
TLC4,"Northumberland, Durham and Tyne & Wear",2021,44961,1969128.0,22832.94940704718
TLD1,Cumbria,2021,12547,500729.0,25057.46621425961
TLD3,Greater Manchester,2021,84160,2869531.0,29328.834572618314
TLD4,Lancashire,2021,38512,1532158.0,25135.78886772774
TLD6,Cheshire,2021,36396,969386.0,37545.415345383575
TLD7,Merseyside,2021,38237,1552288.0,24632.671256880167
TLE1,East Yorkshire and Northern Lincolnshire,2021,25436,936778.0,27152.644489943188
TLE2,North Yorkshire,2021,24628,820478.0,30016.64883153479
TLE3,South Yorkshire,2021,30825,1374792.0,22421.57359076864
TLE4,West Yorkshire,2021,64032,2350407.0,27242.941328884743
TLF1,Derbyshire and Nottinghamshire,2021,55877,2204080.0,25351.620630830097
TLF2,"Leicestershire, Rutland and Northamptonshire",2021,52380,1908039.0,27452.26905739348
TLF3,Lincolnshire,2021,17597,769440.0,22869.879392805156
TLG1,"Herefordshire, Worcestershire and Warwickshire",2021,39912,1391539.0,28681.912616175327
TLG2,Shropshire and Staffordshire,2021,41723,1646436.0,25341.404099521635
TLG3,West Midlands,2021,73580,2918251.0,25213.732471949806
TLH2,Bedfordshire and Hertfordshire,2021,60807,1907304.0,31881.126448641644
TLH3,Essex,2021,48182,1863314.0,25858.228940479166
TLH4,Cambridgeshire and Peterborough,2021,30055,897217.0,33498.02779037847
TLH5,Norfolk,2021,21847,918462.0,23786.503959880756
TLH6,Suffolk,2021,20473,763349.0,26819.973563861353
TLI3,Inner London - West,2021,239991,1081421.0,221921.89720747055
TLI4,Inner London - East,2021,118738,2329886.0,50963.00849054417
TLI5,Outer London - East and North East,2021,38451,1935127.0,19870.013699359268
TLI6,Outer London - South,2021,31911,1313625.0,24292.320867827577
TLI7,Outer London - West and North West,2021,61311,2144710.0,28587.081703353833
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2021,109705,2521231.0,43512.47466019575
TLJ2,"Surrey, East and West Sussex",2021,93252,2914357.0,31997.452611330733
TLJ3,Hampshire and Isle of Wight,2021,66168,2001786.0,33054.4823472639
TLJ4,Kent,2021,48966,1858455.0,26347.69203451254
TLK3,Cornwall and Isles of Scilly,2021,13378,574219.0,23297.73135336866
TLK4,Devon,2021,29885,1218643.0,24523.178650351252
TLK5,West of England,2021,37360,954590.0,39137.2212153909
TLK6,"North Somerset, Somerset and Dorset",2021,39878,1571885.0,25369.540392585972
TLK7,Gloucestershire and Wiltshire,2021,45082,1393485.0,32351.98082505373
TLL3,North Wales,2021,16606,687041.0,24170.318801934674
TLL4,Mid and South West Wales,2021,18542,895833.0,20698.054213229476
TLL5,South East Wales,2021,37260,1522759.0,24468.743904977742
TLM0,Eastern Scotland,2021,22431,926390.0,24213.344271850947
TLM1,East Central Scotland,2021,41916,1052370.0,39830.09777929816
TLM2,Highlands and Islands,2021,13456,623090.0,21595.59614180937
TLM3,West Central Scotland,2021,45195,1506500.0,30000.0
TLM5,North Eastern Scotland,2021,16874,483770.0,34880.21167083531
TLM9,Southern Scotland,2021,20678,954640.0,21660.521243610157
TLN0,Northern Ireland,2021,49270,1904564.0,25869.437834591015
TLC3,Tees Valley,2022,15708,690177.0,22759.379115792035
TLC4,"Northumberland, Durham and Tyne & Wear",2022,46656,1991711.0,23425.08526588446
TLD1,Cumbria,2022,13736,502864.0,27315.536606319005
TLD3,Greater Manchester,2022,91098,2916811.0,31232.05445947646
TLD4,Lancashire,2022,39584,1552464.0,25497.53166579064
TLD6,Cheshire,2022,37783,980358.0,38540.00273369524
TLD7,Merseyside,2022,39644,1568464.0,25275.683726244275
TLE1,East Yorkshire and Northern Lincolnshire,2022,25007,943637.0,26500.656502447444
TLE2,North Yorkshire,2022,25762,828033.0,31112.286587611845
TLE3,South Yorkshire,2022,32458,1392689.0,23305.9929388399
TLE4,West Yorkshire,2022,67457,2374137.0,28413.271854151633
TLF1,Derbyshire and Nottinghamshire,2022,56927,2229307.0,25535.738236142442
TLF2,"Leicestershire, Rutland and Northamptonshire",2022,53785,1931754.0,27842.57208733617
TLF3,Lincolnshire,2022,17542,777140.0,22572.50945775536
TLG1,"Herefordshire, Worcestershire and Warwickshire",2022,42288,1407545.0,30043.79966537482
TLG2,Shropshire and Staffordshire,2022,40557,1663164.0,24385.448458480343
TLG3,West Midlands,2022,76115,2949911.0,25802.47336275569
TLH2,Bedfordshire and Hertfordshire,2022,62995,1923903.0,32743.33477311486
TLH3,Essex,2022,50685,1877581.0,26994.840701945748
TLH4,Cambridgeshire and Peterborough,2022,30695,910398.0,33716.02310198397
TLH5,Norfolk,2022,22195,925745.0,23975.284770644183
TLH6,Suffolk,2022,21037,769034.0,27355.097433923598
TLI3,Inner London - West,2022,254288,1111299.0,228820.5064523589
TLI4,Inner London - East,2022,130328,2368363.0,55028.726593009604
TLI5,Outer London - East and North East,2022,41200,1948529.0,21144.155411595108
TLI6,Outer London - South,2022,33975,1319688.0,25744.721479622458
TLI7,Outer London - West and North West,2022,69980,2169481.0,32256.562744730192
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2022,111615,2556395.0,43661.0930626918
TLJ2,"Surrey, East and West Sussex",2022,97570,2941496.0,33170.196389864206
TLJ3,Hampshire and Isle of Wight,2022,66842,2020664.0,33079.22544272576
TLJ4,Kent,2022,50117,1878761.0,26675.55905194966
TLK3,Cornwall and Isles of Scilly,2022,13532,577600.0,23427.97783933518
TLK4,Devon,2022,30709,1232580.0,24914.407178438723
TLK5,West of England,2022,38792,970877.0,39955.62774687216
TLK6,"North Somerset, Somerset and Dorset",2022,40901,1582431.0,25846.940561705374
TLK7,Gloucestershire and Wiltshire,2022,46689,1404710.0,33237.4653843142
TLL3,North Wales,2022,17093,689124.0,24803.95400537494
TLL4,Mid and South West Wales,2022,19480,904406.0,21538.99907784778
TLL5,South East Wales,2022,38404,1539200.0,24950.6237006237
TLM0,Eastern Scotland,2022,23024,930020.0,24756.456850390314
TLM1,East Central Scotland,2022,44558,1064250.0,41867.98214705192
TLM2,Highlands and Islands,2022,14165,622600.0,22751.36524253132
TLM3,West Central Scotland,2022,46835,1520120.0,30810.067626240034
TLM5,North Eastern Scotland,2022,17027,488000.0,34891.39344262295
TLM9,Southern Scotland,2022,21256,955500.0,22245.944531658817
TLN0,Northern Ireland,2022,50701,1910543.0,26537.48175256982
TLC3,Tees Valley,2023,15470,700850.0,22073.19683241778
TLC4,"Northumberland, Durham and Tyne & Wear",2023,48025,2018439.0,23793.13915357363
TLD1,Cumbria,2023,13870,506303.0,27394.66287973802
TLD3,Greater Manchester,2023,92220,2960274.0,31152.52169224876
TLD4,Lancashire,2023,39573,1575141.0,25123.465137406747
TLD6,Cheshire,2023,38323,994656.0,38528.898433227165
TLD7,Merseyside,2023,39873,1587556.0,25115.96441322385
TLE1,East Yorkshire and Northern Lincolnshire,2023,24733,953615.0,25936.043371800988
TLE2,North Yorkshire,2023,26077,834315.0,31255.58092566956
TLE3,South Yorkshire,2023,32364,1412259.0,22916.476368711406
TLE4,West Yorkshire,2023,67721,2403720.0,28173.4145407951
TLF1,Derbyshire and Nottinghamshire,2023,56621,2256132.0,25096.492581107843
TLF2,"Leicestershire, Rutland and Northamptonshire",2023,54280,1965103.0,27621.961800475598
TLF3,Lincolnshire,2023,17637,785707.0,22447.29905677307
TLG1,"Herefordshire, Worcestershire and Warwickshire",2023,43617,1428002.0,30544.074868242482
TLG2,Shropshire and Staffordshire,2023,40241,1684992.0,23882.01249620176
TLG3,West Midlands,2023,76889,2992183.0,25696.623501971637
TLH2,Bedfordshire and Hertfordshire,2023,63718,1955720.0,32580.32847237846
TLH3,Essex,2023,50588,1902830.0,26585.6645102295
TLH4,Cambridgeshire and Peterborough,2023,31433,925019.0,33980.923635082094
TLH5,Norfolk,2023,22474,934300.0,24054.372257304934
TLH6,Suffolk,2023,21076,778217.0,27082.420455991065
TLI3,Inner London - West,2023,255763,1126331.0,227076.23247517826
TLI4,Inner London - East,2023,132388,2406083.0,55022.20829456008
TLI5,Outer London - East and North East,2023,40388,1980084.0,20397.114465850944
TLI6,Outer London - South,2023,34028,1336541.0,25459.750205942055
TLI7,Outer London - West and North West,2023,68965,2217867.0,31095.191911868475
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2023,111262,2603705.0,42732.183561501784
TLJ2,"Surrey, East and West Sussex",2023,97760,2979871.0,32806.78928718726
TLJ3,Hampshire and Isle of Wight,2023,66735,2046673.0,32606.57662460002
TLJ4,Kent,2023,50300,1907003.0,26376.466109387347
TLK3,Cornwall and Isles of Scilly,2023,13292,581426.0,22861.034766247125
TLK4,Devon,2023,30450,1244305.0,24471.492118090016
TLK5,West of England,2023,39970,986115.0,40532.797898825185
TLK6,"North Somerset, Somerset and Dorset",2023,41148,1598094.0,25748.172510503136
TLK7,Gloucestershire and Wiltshire,2023,46005,1421360.0,32366.888050880847
TLL3,North Wales,2023,17414,693621.0,25105.929607090904
TLL4,Mid and South West Wales,2023,19298,913153.0,21133.36976388404
TLL5,South East Wales,2023,38183,1558301.0,24502.96829688231
TLM0,Eastern Scotland,2023,22789,938080.0,24293.237250554324
TLM1,East Central Scotland,2023,45330,1082120.0,41889.99371603889
TLM2,Highlands and Islands,2023,14214,624350.0,22766.07671978858
TLM3,West Central Scotland,2023,47410,1545350.0,30679.13417672372
TLM5,North Eastern Scotland,2023,16993,495000.0,34329.292929292926
TLM9,Southern Scotland,2023,21521,960650.0,22402.539946910947
TLN0,Northern Ireland,2023,51465,1920382.0,26799.35554488638
