itl2_code,itl2_name,year,average_house_price
TLD4,Lancashire,2008,135311.43452380953
TLD6,Cheshire,2008,166366.11111111112
TLD7,Merseyside,2008,126374.66666666667
TLE1,East Yorkshire and Northern Lincolnshire,2008,117607.25
TLE2,North Yorkshire,2008,186596.625
TLE3,South Yorkshire,2008,121165.4375
TLE4,West Yorkshire,2008,131381.71666666667
TLF1,Derbyshire and Nottinghamshire,2008,139193.58823529413
TLF2,"Leicestershire, Rutland and Northamptonshire",2008,167077.11363636365
TLF3,Lincolnshire,2008,140710.7142857143
TLG1,"Herefordshire, Worcestershire and Warwickshire",2008,184119.56944444444
TLG2,Shropshire and Staffordshire,2008,150915.64393939395
TLG3,West Midlands,2008,137522.80952380953
TLH2,Bedfordshire and Hertfordshire,2008,242425.67307692306
TLH3,Essex,2008,217226.20833333334
TLH4,Cambridgeshire and Peterborough,2008,193568.33333333334
TLH5,Norfolk,2008,165991.7380952381
TLH6,Suffolk,2008,179087.98333333334
TLI3,Inner London - West,2008,541894.0555555555
TLI4,Inner London - East,2008,311524.9375
TLI5,Outer London - East and North East,2008,234709.85714285713
TLI6,Outer London - South,2008,283101.1666666667
TLI7,Outer London - West and North West,2008,325504.5
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2008,249244.45512820513
TLJ2,"Surrey, East and West Sussex",2008,260613.40277777778
TLJ3,Hampshire and Isle of Wight,2008,208989.92261904763
TLJ4,Kent,2008,204723.0705128205
TLK3,Cornwall and Isles of Scilly,2008,197095.0
TLK4,Devon,2008,196382.6
TLK5,West of England,2008,196723.41666666666
TLK6,"North Somerset, Somerset and Dorset",2008,199635.54166666666
TLK7,Gloucestershire and Wiltshire,2008,191273.46875
TLL3,North Wales,2008,143110.86111111112
TLL4,Mid and South West Wales,2008,142476.58333333334
TLL5,South East Wales,2008,128062.34166666666
TLM0,Eastern Scotland,2008,129394.25
TLM1,East Central Scotland,2008,160164.18333333332
TLM2,Highlands and Islands,2008,111538.07142857143
TLM3,West Central Scotland,2008,125257.27380952382
TLM5,North Eastern Scotland,2008,177042.875
TLM9,Southern Scotland,2008,119379.11111111111
TLN0,Northern Ireland,2008,168873.52272727274
TLC3,Tees Valley,2009,110436.3
TLC4,"Northumberland, Durham and Tyne & Wear",2009,117632.27380952382
TLD1,Cumbria,2009,135954.875
TLD3,Greater Manchester,2009,119265.66666666667
TLD4,Lancashire,2009,122946.32738095238
TLD6,Cheshire,2009,151209.38888888888
TLD7,Merseyside,2009,113819.93055555556
TLE1,East Yorkshire and Northern Lincolnshire,2009,106692.0625
TLE2,North Yorkshire,2009,171041.04166666666
TLE3,South Yorkshire,2009,109193.60416666667
TLE4,West Yorkshire,2009,118460.7
TLF1,Derbyshire and Nottinghamshire,2009,127179.5931372549
TLF2,"Leicestershire, Rutland and Northamptonshire",2009,148645.70454545456
TLF3,Lincolnshire,2009,125932.20238095238
TLG1,"Herefordshire, Worcestershire and Warwickshire",2009,166589.67361111112
TLG2,Shropshire and Staffordshire,2009,136482.56818181818
TLG3,West Midlands,2009,124850.53571428571
TLH2,Bedfordshire and Hertfordshire,2009,218967.78205128206
TLH3,Essex,2009,193906.69642857142
TLH4,Cambridgeshire and Peterborough,2009,175271.06944444444
TLH5,Norfolk,2009,148466.2380952381
TLH6,Suffolk,2009,157827.16666666666
TLI3,Inner London - West,2009,499879.43055555556
TLI4,Inner London - East,2009,278275.3333333333
TLI5,Outer London - East and North East,2009,208128.42857142858
TLI6,Outer London - South,2009,249303.81666666668
TLI7,Outer London - West and North West,2009,292649.61904761905
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2009,224029.6858974359
TLJ2,"Surrey, East and West Sussex",2009,230694.41319444444
TLJ3,Hampshire and Isle of Wight,2009,188042.20238095237
TLJ4,Kent,2009,182102.11538461538
TLK3,Cornwall and Isles of Scilly,2009,177484.91666666666
TLK4,Devon,2009,177629.73333333334
TLK5,West of England,2009,176259.80555555556
TLK6,"North Somerset, Somerset and Dorset",2009,178763.35416666666
TLK7,Gloucestershire and Wiltshire,2009,170732.875
TLL3,North Wales,2009,129815.26388888889
TLL4,Mid and South West Wales,2009,131707.61111111112
TLL5,South East Wales,2009,116480.43333333333
TLM0,Eastern Scotland,2009,121318.26388888889
TLM1,East Central Scotland,2009,147303.28333333333
TLM2,Highlands and Islands,2009,113190.88095238095
TLM3,West Central Scotland,2009,117540.04761904762
TLM5,North Eastern Scotland,2009,170282.83333333334
TLM9,Southern Scotland,2009,110228.70833333333
TLN0,Northern Ireland,2009,133963.27272727274
TLC3,Tees Valley,2010,111468.6
TLC4,"Northumberland, Durham and Tyne & Wear",2010,120695.22619047618
TLD1,Cumbria,2010,140725.66666666666
TLD3,Greater Manchester,2010,122547.75833333333
TLD4,Lancashire,2010,126021.47023809524
TLD6,Cheshire,2010,158454.25
TLD7,Merseyside,2010,116239.31944444444
TLE1,East Yorkshire and Northern Lincolnshire,2010,110976.95833333333
TLE2,North Yorkshire,2010,181234.29166666666
TLE3,South Yorkshire,2010,111535.08333333333
TLE4,West Yorkshire,2010,122273.7
TLF1,Derbyshire and Nottinghamshire,2010,132699.92647058822
TLF2,"Leicestershire, Rutland and Northamptonshire",2010,158226.25
TLF3,Lincolnshire,2010,132311.34523809524
TLG1,"Herefordshire, Worcestershire and Warwickshire",2010,176488.38194444444
TLG2,Shropshire and Staffordshire,2010,142442.69696969696
TLG3,West Midlands,2010,130882.23809523809
TLH2,Bedfordshire and Hertfordshire,2010,237955.9935897436
TLH3,Essex,2010,209205.82738095237
TLH4,Cambridgeshire and Peterborough,2010,189375.30555555556
TLH5,Norfolk,2010,158636.65476190476
TLH6,Suffolk,2010,172668.56666666668
TLI3,Inner London - West,2010,576217.2222222222
TLI4,Inner London - East,2010,308472.09375
TLI5,Outer London - East and North East,2010,224558.14285714287
TLI6,Outer London - South,2010,274933.25
TLI7,Outer London - West and North West,2010,324353.4761904762
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2010,246060.5576923077
TLJ2,"Surrey, East and West Sussex",2010,256345.52083333334
TLJ3,Hampshire and Isle of Wight,2010,205336.2619047619
TLJ4,Kent,2010,196451.5576923077
TLK3,Cornwall and Isles of Scilly,2010,189588.58333333334
TLK4,Devon,2010,190462.275
TLK5,West of England,2010,192404.61111111112
TLK6,"North Somerset, Somerset and Dorset",2010,191940.83333333334
TLK7,Gloucestershire and Wiltshire,2010,185554.26041666666
TLL3,North Wales,2010,134883.375
TLL4,Mid and South West Wales,2010,135060.88888888888
TLL5,South East Wales,2010,120562.11666666667
TLM0,Eastern Scotland,2010,123798.04166666667
TLM1,East Central Scotland,2010,153540.9
TLM2,Highlands and Islands,2010,114408.13095238095
TLM3,West Central Scotland,2010,119059.42857142857
TLM5,North Eastern Scotland,2010,179168.45833333334
TLM9,Southern Scotland,2010,112180.43055555556
TLN0,Northern Ireland,2010,124908.77272727272
TLC3,Tees Valley,2011,107213.03333333334
TLC4,"Northumberland, Durham and Tyne & Wear",2011,115237.98809523809
TLD1,Cumbria,2011,137921.29166666666
TLD3,Greater Manchester,2011,118954.76666666666
TLD4,Lancashire,2011,121755.97619047618
TLD6,Cheshire,2011,155695.72222222222
TLD7,Merseyside,2011,111933.81944444444
TLE1,East Yorkshire and Northern Lincolnshire,2011,106773.10416666667
TLE2,North Yorkshire,2011,180090.0
TLE3,South Yorkshire,2011,108174.625
TLE4,West Yorkshire,2011,118253.03333333334
TLF1,Derbyshire and Nottinghamshire,2011,129406.17156862745
TLF2,"Leicestershire, Rutland and Northamptonshire",2011,157827.13636363635
TLF3,Lincolnshire,2011,129308.58333333333
TLG1,"Herefordshire, Worcestershire and Warwickshire",2011,175553.36805555556
TLG2,Shropshire and Staffordshire,2011,138929.72727272726
TLG3,West Midlands,2011,126956.96428571429
TLH2,Bedfordshire and Hertfordshire,2011,240833.71794871794
TLH3,Essex,2011,209110.52380952382
TLH4,Cambridgeshire and Peterborough,2011,189795.81944444444
TLH5,Norfolk,2011,155161.27380952382
TLH6,Suffolk,2011,171232.55
TLI3,Inner London - West,2011,607183.0972222222
TLI4,Inner London - East,2011,319367.2395833333
TLI5,Outer London - East and North East,2011,225139.29761904763
TLI6,Outer London - South,2011,277898.6
TLI7,Outer London - West and North West,2011,332674.84523809527
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2011,246604.08333333334
TLJ2,"Surrey, East and West Sussex",2011,255318.57638888888
TLJ3,Hampshire and Isle of Wight,2011,205117.67261904763
TLJ4,Kent,2011,194315.63461538462
TLK3,Cornwall and Isles of Scilly,2011,184897.08333333334
TLK4,Devon,2011,187039.08333333334
TLK5,West of England,2011,191579.0
TLK6,"North Somerset, Somerset and Dorset",2011,190392.47916666666
TLK7,Gloucestershire and Wiltshire,2011,182896.01041666666
TLL3,North Wales,2011,130566.20833333333
TLL4,Mid and South West Wales,2011,130819.08333333333
TLL5,South East Wales,2011,118614.59166666666
TLM0,Eastern Scotland,2011,121624.54166666667
TLM1,East Central Scotland,2011,148154.86666666667
TLM2,Highlands and Islands,2011,116130.30952380953
TLM3,West Central Scotland,2011,116216.59523809524
TLM5,North Eastern Scotland,2011,180337.75
TLM9,Southern Scotland,2011,110321.05555555556
TLN0,Northern Ireland,2011,110529.25
TLC3,Tees Valley,2012,105700.0
TLC4,"Northumberland, Durham and Tyne & Wear",2012,114067.77380952382
TLD1,Cumbria,2012,134612.41666666666
TLD3,Greater Manchester,2012,118624.44166666667
TLD4,Lancashire,2012,119741.80952380953
TLD6,Cheshire,2012,154586.86111111112
TLD7,Merseyside,2012,110202.47222222222
TLE1,East Yorkshire and Northern Lincolnshire,2012,105192.5625
TLE2,North Yorkshire,2012,181503.54166666666
TLE3,South Yorkshire,2012,107794.27083333333
TLE4,West Yorkshire,2012,116415.05
TLF1,Derbyshire and Nottinghamshire,2012,130469.97549019608
TLF2,"Leicestershire, Rutland and Northamptonshire",2012,157554.4090909091
TLF3,Lincolnshire,2012,128603.04761904762
TLG1,"Herefordshire, Worcestershire and Warwickshire",2012,175903.6875
TLG2,Shropshire and Staffordshire,2012,138267.87121212122
TLG3,West Midlands,2012,127093.96428571429
TLH2,Bedfordshire and Hertfordshire,2012,245485.95512820513
TLH3,Essex,2012,211569.29166666666
TLH4,Cambridgeshire and Peterborough,2012,195619.58333333334
TLH5,Norfolk,2012,157770.42857142858
TLH6,Suffolk,2012,174331.43333333332
TLI3,Inner London - West,2012,664878.0972222222
TLI4,Inner London - East,2012,333471.8854166667
TLI5,Outer London - East and North East,2012,230078.27380952382
TLI6,Outer London - South,2012,286742.06666666665
TLI7,Outer London - West and North West,2012,346634.13095238095
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2012,253014.0705128205
TLJ2,"Surrey, East and West Sussex",2012,262494.7361111111
TLJ3,Hampshire and Isle of Wight,2012,207470.9880952381
TLJ4,Kent,2012,197407.0
TLK3,Cornwall and Isles of Scilly,2012,184627.58333333334
TLK4,Devon,2012,188293.28333333333
TLK5,West of England,2012,196232.22222222222
TLK6,"North Somerset, Somerset and Dorset",2012,190996.72916666666
TLK7,Gloucestershire and Wiltshire,2012,185850.35416666666
TLL3,North Wales,2012,129633.01388888889
TLL4,Mid and South West Wales,2012,128647.68055555556
TLL5,South East Wales,2012,119103.18333333333
TLM0,Eastern Scotland,2012,118381.65277777778
TLM1,East Central Scotland,2012,146136.71666666667
TLM2,Highlands and Islands,2012,115388.90476190476
TLM3,West Central Scotland,2012,112296.88095238095
TLM5,North Eastern Scotland,2012,177936.83333333334
TLM9,Southern Scotland,2012,103941.84722222222
TLN0,Northern Ireland,2012,98225.65909090909
TLC3,Tees Valley,2013,104753.6
TLC4,"Northumberland, Durham and Tyne & Wear",2013,114412.47619047618
TLD1,Cumbria,2013,134742.875
TLD3,Greater Manchester,2013,119860.01666666666
TLD4,Lancashire,2013,118740.95238095238
TLD6,Cheshire,2013,157428.38888888888
TLD7,Merseyside,2013,109909.09722222222
TLE1,East Yorkshire and Northern Lincolnshire,2013,106001.6875
TLE2,North Yorkshire,2013,183765.54166666666
TLE3,South Yorkshire,2013,107821.91666666667
TLE4,West Yorkshire,2013,116250.76666666666
TLF1,Derbyshire and Nottinghamshire,2013,131992.96568627452
TLF2,"Leicestershire, Rutland and Northamptonshire",2013,160210.69696969696
TLF3,Lincolnshire,2013,131069.5
TLG1,"Herefordshire, Worcestershire and Warwickshire",2013,178848.93055555556
TLG2,Shropshire and Staffordshire,2013,140411.76515151514
TLG3,West Midlands,2013,129423.66666666667
TLH2,Bedfordshire and Hertfordshire,2013,253696.0705128205
TLH3,Essex,2013,217425.52976190476
TLH4,Cambridgeshire and Peterborough,2013,204368.59722222222
TLH5,Norfolk,2013,161348.84523809524
TLH6,Suffolk,2013,176941.96666666667
TLI3,Inner London - West,2013,743638.3611111111
TLI4,Inner London - East,2013,366904.5208333333
TLI5,Outer London - East and North East,2013,242808.11904761905
TLI6,Outer London - South,2013,305343.6666666667
TLI7,Outer London - West and North West,2013,368884.5833333333
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2013,263407.28205128206
TLJ2,"Surrey, East and West Sussex",2013,271916.0833333333
TLJ3,Hampshire and Isle of Wight,2013,211224.8392857143
TLJ4,Kent,2013,204374.59615384616
TLK3,Cornwall and Isles of Scilly,2013,184836.5
TLK4,Devon,2013,189147.63333333333
TLK5,West of England,2013,202435.16666666666
TLK6,"North Somerset, Somerset and Dorset",2013,194411.0625
TLK7,Gloucestershire and Wiltshire,2013,188669.4375
TLL3,North Wales,2013,129302.27777777778
TLL4,Mid and South West Wales,2013,128998.58333333333
TLL5,South East Wales,2013,118988.33333333333
TLM0,Eastern Scotland,2013,118312.23611111111
TLM1,East Central Scotland,2013,145958.46666666667
TLM2,Highlands and Islands,2013,112643.41666666667
TLM3,West Central Scotland,2013,110400.84523809524
TLM5,North Eastern Scotland,2013,183887.25
TLM9,Southern Scotland,2013,102643.81944444444
TLN0,Northern Ireland,2013,95233.72727272728
TLC3,Tees Valley,2014,107238.51666666666
TLC4,"Northumberland, Durham and Tyne & Wear",2014,117648.77380952382
TLD1,Cumbria,2014,138625.16666666666
TLD3,Greater Manchester,2014,126775.90833333334
TLD4,Lancashire,2014,121872.75595238095
TLD6,Cheshire,2014,165478.52777777778
TLD7,Merseyside,2014,113994.22222222222
TLE1,East Yorkshire and Northern Lincolnshire,2014,110052.10416666667
TLE2,North Yorkshire,2014,192915.70833333334
TLE3,South Yorkshire,2014,112506.0
TLE4,West Yorkshire,2014,121853.35
TLF1,Derbyshire and Nottinghamshire,2014,139937.57352941178
TLF2,"Leicestershire, Rutland and Northamptonshire",2014,171569.4696969697
TLF3,Lincolnshire,2014,138867.38095238095
TLG1,"Herefordshire, Worcestershire and Warwickshire",2014,190412.70138888888
TLG2,Shropshire and Staffordshire,2014,146759.5909090909
TLG3,West Midlands,2014,136471.27380952382
TLH2,Bedfordshire and Hertfordshire,2014,282065.141025641
TLH3,Essex,2014,237902.5
TLH4,Cambridgeshire and Peterborough,2014,223443.55555555556
TLH5,Norfolk,2014,173486.79761904763
TLH6,Suffolk,2014,191304.43333333332
TLI3,Inner London - West,2014,866105.75
TLI4,Inner London - East,2014,438551.5
TLI5,Outer London - East and North East,2014,280863.4285714286
TLI6,Outer London - South,2014,360703.13333333336
TLI7,Outer London - West and North West,2014,424846.7380952381
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2014,289174.2948717949
TLJ2,"Surrey, East and West Sussex",2014,300363.71180555556
TLJ3,Hampshire and Isle of Wight,2014,229436.16666666666
TLJ4,Kent,2014,223873.0641025641
TLK3,Cornwall and Isles of Scilly,2014,191595.08333333334
TLK4,Devon,2014,197877.64166666666
TLK5,West of England,2014,219507.13888888888
TLK6,"North Somerset, Somerset and Dorset",2014,207778.54166666666
TLK7,Gloucestershire and Wiltshire,2014,200718.61458333334
TLL3,North Wales,2014,134348.79166666666
TLL4,Mid and South West Wales,2014,132904.91666666666
TLL5,South East Wales,2014,125140.15833333334
TLM0,Eastern Scotland,2014,122752.26388888889
TLM1,East Central Scotland,2014,153700.11666666667
TLM2,Highlands and Islands,2014,115918.15476190476
TLM3,West Central Scotland,2014,114944.59523809524
TLM5,North Eastern Scotland,2014,202857.16666666666
TLM9,Southern Scotland,2014,105610.95833333333
TLN0,Northern Ireland,2014,102077.25
TLC3,Tees Valley,2015,107841.61666666667
TLC4,"Northumberland, Durham and Tyne & Wear",2015,120959.80952380953
TLD1,Cumbria,2015,141510.625
TLD3,Greater Manchester,2015,133802.80833333332
TLD4,Lancashire,2015,124895.42857142857
TLD6,Cheshire,2015,171462.80555555556
TLD7,Merseyside,2015,116575.79166666667
TLE1,East Yorkshire and Northern Lincolnshire,2015,113628.70833333333
